,Food&Drinks,AlcoholicItems,Cloothing&Footwear,Fuel&Power,HouseholdGoods,Health,Transport,Communication,Recreation&Culture,Education,Restaurants&Hotels,Goods&Services,AllExpenditure,OtherExpenditure,Total Exp,Income
306,27,6,13,22,13,2,32,7,22,2,19,16,184,22,207,211
307,6373,1250,2469,7736,3873,850,8648,1946,8033,368,4939,4744,51226,7869,59096,62051
308,27037,5783,10603,28676,16338,2939,37158,8578,34074,915,20531,18073,210711,29158,239870,256661
309,1307,256,506,1587,794,174,1774,399,1648,75,1013,973,10508,1614,12122,14305
310,1669,315,693,2027,1293,249,2489,519,2511,229,1480,1331,14806,2398,17204,20301
311,2671,504,1109,3244,2069,399,3982,831,4018,367,2368,2130,23689,3837,27527,34133
312,24591,5929,10900,28210,16045,2267,32221,7761,29736,1831,20885,17963,198256,28951,227207,261288
313,420,96,203,353,206,44,497,119,342,32,297,257,2872,344,3216,4149
314,960,195,347,1207,706,146,1390,288,1295,86,780,749,8155,1221,9377,9940
315,6536,1234,2715,7938,5065,977,9745,2034,9834,898,5796,5213,57970,9390,67361,78138
316,43272,9256,16969,45895,26148,4705,59471,13730,54534,1465,32859,28925,337235,46666,383902,495234
317,325,66,117,409,239,49,471,97,439,29,264,254,2765,414,3179,3752
318,4808,1028,1885,5099,2905,522,6608,1525,6059,162,3651,3214,37471,5185,42656,43936
319,398,88,153,434,268,45,530,118,470,39,315,284,3148,454,3602,4215
320,377,83,145,412,254,43,502,112,446,37,299,269,2982,430,3413,3583
321,601,113,249,729,465,89,896,187,904,82,532,479,5330,863,6193,6503
322,394,77,152,478,239,52,535,120,497,22,305,293,3171,487,3658,4610
323,3615,773,1417,3834,2184,393,4968,1147,4556,122,2745,2416,28176,3899,32075,32717
324,1575,318,645,2052,1075,196,2111,489,1987,191,1344,1163,13152,2021,15173,15325
325,5181,1151,1998,5656,3496,592,6892,1541,6121,508,4106,3700,40938,5910,46849,58092
326,94,21,45,79,46,10,111,26,76,7,66,57,642,76,719,870
327,14813,2905,5739,17980,9002,1976,20100,4524,18671,857,11479,11026,119054,18290,137344,151078
328,6405,1256,2481,7774,3892,854,8691,1956,8073,370,4963,4767,51478,7908,59386,60574
329,3651,742,1322,4590,2687,556,5285,1095,4926,329,2968,2849,31005,4644,35650,39215
330,9215,1740,3828,11191,7140,1378,13739,2867,13864,1266,8171,7349,81724,13237,94962,96861
331,453,85,188,550,351,67,676,141,682,62,402,361,4021,651,4673,4720
332,6640,1099,3017,13048,4147,827,7891,2109,6650,1866,6710,4995,58994,10242,69237,69237
333,28,5,11,34,22,4,42,8,43,3,25,22,255,41,296,329
334,2578,486,1071,3131,1997,385,3844,802,3879,354,2286,2056,22865,3703,26569,33211
335,222,45,80,280,164,33,322,66,300,20,181,173,1892,283,2175,2415
336,7,1,3,9,5,1,11,2,11,1,6,5,66,10,77,94
337,2406,454,999,2922,1864,359,3587,748,3620,330,2133,1919,21342,3457,24799,26535
338,1969,421,772,2088,1190,214,2706,624,2482,66,1495,1316,15349,2124,17473,17997
339,656,124,272,797,509,98,979,204,988,90,582,523,5826,943,6769,7920
340,1346,287,527,1427,813,146,1850,427,1696,45,1022,899,10491,1451,11943,12899
341,1464,353,649,1680,955,135,1919,462,1771,109,1243,1069,11808,1724,13532,14615
342,1114,247,429,1216,751,127,1481,331,1316,109,882,795,8801,1270,10072,10576
343,3351,733,1367,3942,2593,369,4761,1078,4570,283,3030,2445,28533,4127,32660,32660
344,254,49,98,308,154,33,345,77,320,14,197,189,2043,314,2358,2381
345,235,47,85,296,173,35,341,70,318,21,191,183,2002,299,2302,2509
346,7380,1447,2859,8959,4485,984,10015,2254,9303,427,5719,5494,59320,9113,68433,71170
347,393,84,154,417,237,42,540,124,495,13,298,263,3066,424,3491,3980
348,1967,371,817,2389,1524,294,2933,612,2960,270,1744,1569,17450,2826,20276,23723
349,9919,2169,4047,11669,7676,1094,14094,3190,13529,838,8970,7238,84458,12216,96674,123743
350,543,106,210,659,330,72,737,165,684,31,420,404,4365,670,5036,6396
351,1283,260,465,1613,944,195,1858,385,1731,115,1043,1001,10899,1632,12532,14663
352,122214,24724,50051,159200,83419,15276,163823,37991,154175,14874,104324,90253,1020329,156788,1177118,1224202
353,22444,4402,8696,27243,13639,2994,30455,6856,28290,1299,17392,16706,180385,27712,208097,208097
354,7882,1751,3039,8603,5319,901,10484,2344,9312,772,6246,5628,62274,8990,71265,80529
355,18625,3767,7627,24261,12712,2328,24966,5789,23495,2266,15898,13754,155494,23894,179389,213472
356,4662,966,1917,5876,3116,572,6209,1453,5807,518,3912,3379,38401,5815,44216,55270
357,10006,1962,3877,12146,6081,1335,13578,3056,12613,579,7754,7448,80425,12355,92781,119687
358,20100,4466,7751,21940,13564,2299,26735,5977,23746,1970,15929,14352,158802,22925,181727,194448
359,655,158,290,752,427,60,859,206,792,48,556,478,5286,771,6058,7633
360,27881,5640,11418,36319,19031,3485,37374,8667,35173,3393,23800,20590,232776,35769,268546,284659
361,9,2,3,10,5,1,12,3,11,0,7,6,73,10,83,106
362,14688,2773,6101,17839,11382,2196,21899,4570,22099,2019,13024,11715,130266,21100,151367,171044
363,793,155,307,962,481,105,1076,242,999,45,614,590,6374,979,7353,7574
364,2437,533,994,2867,1886,268,3463,784,3324,206,2204,1778,20751,3001,23752,24703
365,6520,1449,2514,7117,4400,745,8672,1939,7703,639,5167,4656,51514,7436,58951,59541
366,334,74,128,364,225,38,444,99,394,32,264,238,2640,381,3021,3384
367,39321,7954,16103,51221,26839,4915,52708,12223,49604,4785,33565,29038,328280,50444,378725,450682
368,43960,8893,18003,57264,30005,5495,58927,13665,55456,5350,37525,32464,367010,56396,423407,457279
369,7113,1747,2907,7787,4405,798,9085,2283,8785,424,5516,4555,55448,7974,63423,64057
370,1256,254,514,1636,857,157,1684,390,1585,152,1072,927,10490,1612,12102,12223
371,606,114,251,736,469,90,903,188,912,83,537,483,5376,870,6247,7684
372,153,31,55,192,112,23,221,45,206,13,124,119,1299,194,1494,1927
373,121,22,50,147,93,18,180,37,182,16,107,96,1074,174,1249,1611
374,7759,1577,2811,9756,5711,1182,11231,2327,10468,699,6309,6054,65889,9870,75760,92427
375,5638,1206,2211,5979,3407,613,7748,1788,7105,190,4281,3768,43940,6080,50020,62525
376,577,117,209,726,425,88,835,173,779,52,469,450,4903,734,5637,7272
377,4541,890,1759,5512,2759,605,6161,1387,5723,262,3518,3380,36496,5606,42103,52208
378,26724,5406,10944,34812,18241,3340,35823,8307,33713,3252,22812,19735,223113,34284,257398,265120
379,1834,372,664,2306,1350,279,2654,550,2474,165,1491,1431,15574,2333,17908,19698
380,32157,6505,13169,41889,21949,4019,43105,9996,40566,3913,27450,23747,268470,41254,309725,393351
381,115542,23374,47319,150509,78865,14442,154880,35916,145758,14062,98629,85326,964627,148228,1112856,1201885
382,284,57,116,371,194,35,381,88,359,34,243,210,2377,365,2743,3291
383,1110,255,538,933,545,118,1314,315,905,85,785,680,7584,908,8493,9513
384,6609,1248,2745,8027,5122,988,9854,2056,9944,908,5860,5271,58619,9495,68115,76970
385,248,61,101,272,154,27,317,79,307,14,193,159,1940,279,2219,2796
386,134,26,51,162,81,17,182,40,169,7,103,99,1078,165,1243,1393
387,289,54,120,352,224,43,432,90,436,39,257,231,2570,416,2987,3704
388,5277,1128,2069,5596,3188,573,7252,1674,6650,178,4007,3527,41124,5690,46815,47752
389,434,81,180,527,336,64,647,135,653,59,384,346,3849,623,4473,5188
390,27076,5477,11088,35270,18481,3384,36294,8416,34156,3295,23112,19995,226049,34735,260784,325981
391,33891,6647,13131,41137,20596,4522,45987,10352,42717,1961,26262,25227,272381,41846,314227,402211
392,820,160,317,995,498,109,1113,250,1033,47,635,610,6592,1012,7605,7985
393,333,67,120,419,245,50,483,100,450,30,271,260,2833,424,3258,4007
394,3751,864,1816,3151,1840,399,4439,1064,3057,288,2651,2299,25613,3069,28682,32985
395,664,125,275,806,514,99,990,206,999,91,588,529,5889,954,6843,8349
396,13267,2684,5433,17282,9055,1658,17784,4124,16736,1614,11325,9797,110764,17020,127784,129062
397,13627,2756,5581,17751,9301,1703,18267,4236,17191,1658,11632,10063,113773,17482,131256,145694
398,137,30,52,149,92,15,182,40,161,13,108,97,1082,156,1238,1313
399,7762,1522,3007,9422,4717,1035,10533,2371,9784,449,6015,5778,62387,9584,71972,76290
400,34796,7039,14250,45326,23750,4349,46642,10816,43895,4235,29702,25696,290501,44639,335141,392115
401,323,71,124,353,218,37,430,96,382,31,256,231,2558,369,2928,3747
402,672,134,244,772,395,89,799,213,766,59,470,450,5070,738,5809,6448
403,5282,997,2194,6415,4093,790,7876,1643,7948,726,4684,4213,46850,7588,54439,65327
404,1571,336,616,1666,949,170,2159,498,1980,53,1193,1050,12246,1694,13941,15614
405,11841,2395,4849,15425,8082,1480,15873,3681,14938,1441,10108,8745,98864,15191,114056,118618
406,3266,660,1337,4254,2229,408,4378,1015,4120,397,2788,2412,27270,4190,31461,33978
407,591,126,231,627,357,64,812,187,745,20,449,395,4609,637,5246,6033
408,28497,5380,11838,34610,22083,4261,42488,8867,42875,3917,25269,22729,252734,40938,293672,308356
409,7246,1368,3010,8801,5615,1083,10804,2255,10903,996,6425,5780,64269,10410,74680,95591
410,1027,194,426,1248,796,153,1532,319,1546,141,911,819,9114,1476,10591,12603
411,435,82,180,528,337,65,648,135,654,59,385,347,3859,625,4484,5157
412,8138,1740,3191,8631,4917,884,11184,2582,10256,275,6179,5440,63423,8776,72200,85918
413,12577,2794,4850,13728,8487,1438,16728,3740,14858,1233,9967,8980,99364,14344,113709,115983
414,1879,382,681,2363,1383,286,2721,563,2536,169,1528,1466,15964,2391,18355,22026
415,13416,2222,6096,26364,8380,1672,15945,4261,13437,3772,13559,10093,119202,20696,139898,173474
416,33558,5559,15249,65943,20961,4182,39882,10659,33609,9435,33915,25245,298148,51765,349914,391903
417,11875,2638,4579,12961,8013,1358,15794,3531,14029,1164,9410,8479,93818,13543,107362,121319
418,1979,423,776,2098,1195,215,2719,627,2494,67,1502,1322,15423,2134,17557,20893
419,2278,487,893,2416,1376,247,3131,723,2871,77,1730,1523,17758,2457,20216,20418
420,111011,22457,45463,144607,75772,13876,148806,34508,140042,13511,94761,81980,926802,142416,1069218,1133371
421,25788,5217,10561,33592,17602,3223,34568,8016,32532,3138,22013,19044,215298,33083,248381,317928
422,772,151,299,938,469,103,1048,236,974,44,598,575,6212,954,7166,8313
423,8326,1684,3409,10846,5683,1040,11161,2588,10503,1013,7107,6148,69513,10681,80195,95432
424,483,97,197,629,329,60,647,150,609,58,412,356,4034,620,4655,4841
425,7026,1502,2755,7452,4245,763,9656,2229,8854,237,5335,4696,54757,7577,62334,71684
426,475,89,197,577,368,71,708,147,715,65,421,379,4214,682,4897,5142
427,3337,691,1372,4207,2230,409,4445,1040,4157,370,2801,2419,27490,4162,31652,38616
428,6917,1537,2667,7550,4668,791,9200,2057,8172,678,5482,4939,54650,7889,62540,66292
429,52094,10538,21334,67860,35558,6511,69830,16193,65718,6340,44469,38471,434922,66832,501754,551930
430,14382,3146,5869,16920,11130,1586,20437,4626,19617,1216,13007,10496,122464,17713,140178,152794
431,1706,322,708,2072,1322,255,2543,530,2566,234,1512,1360,15130,2450,17581,21449
432,132,25,51,160,80,17,179,40,166,7,102,98,1062,163,1226,1459
433,8513,1821,3338,9029,5144,925,11700,2701,10729,288,6464,5691,66349,9181,75531,95169
434,6485,1387,2543,6878,3919,705,8913,2057,8173,219,4924,4335,50542,6994,57536,68468
435,8618,1743,3529,11226,5882,1077,11552,2678,10871,1048,7356,6364,71949,11056,83005,100436
436,24617,4980,10081,32067,16803,3077,32999,7652,31055,2996,21014,18179,205526,31582,237108,258447
437,5160,1044,2113,6722,3522,645,6918,1604,6510,628,4405,3811,43087,6621,49708,62632
438,16394,3316,6714,21356,11190,2049,21976,5096,20681,1995,13994,12107,136872,21032,157905,173695
439,578,123,226,613,349,62,795,183,729,19,439,386,4508,623,5132,5594
440,204,38,85,248,158,30,305,63,308,28,181,163,1816,294,2110,2385
441,122,23,47,148,74,16,165,37,153,7,94,90,981,150,1131,1233
442,334,82,136,366,207,37,427,107,413,19,259,214,2610,375,2985,3851
443,1198,234,464,1454,728,159,1625,365,1510,69,928,891,9628,1479,11108,11219
444,3246,673,1335,4092,2170,398,4323,1012,4043,360,2724,2353,26740,4049,30789,39102
445,8431,1803,3306,8942,5094,916,11587,2675,10625,285,6402,5636,65708,9092,74801,90509
446,3443,765,1328,3758,2324,393,4580,1024,4068,337,2729,2459,27207,3927,31135,38296
447,9583,2096,3911,11275,7417,1057,13618,3083,13072,810,8667,6994,81604,11803,93408,111156
448,3623,775,1420,3842,2189,393,4979,1149,4566,122,2751,2421,28236,3907,32143,32143
449,18856,3814,7722,24563,12870,2357,25276,5861,23787,2295,16096,13925,157427,24190,181618,185250
450,618,116,256,751,479,92,922,192,930,85,548,493,5484,888,6372,8029
451,3119,634,1130,3922,2296,475,4516,935,4209,281,2536,2434,26492,3968,30461,36858
452,105,25,42,115,65,11,134,33,129,6,81,67,818,117,936,974
453,51011,10319,20891,66448,34818,6376,68378,15857,64351,6208,43544,37671,425876,65442,491318,619061
454,10176,2176,3990,10792,6149,1106,13985,3228,12824,344,7727,6802,79304,10974,90278,97501
455,4076,1001,1666,4462,2524,457,5206,1308,5035,243,3161,2610,31776,4570,36346,36346
456,5441,1106,1971,6841,4005,829,7876,1632,7341,490,4424,4245,46205,6921,53127,62158
457,6811,1456,2671,7224,4115,740,9360,2161,8583,230,5172,4553,53082,7345,60427,76138
458,114264,23116,46796,148845,77993,14283,153167,35519,144146,13907,97538,84383,953962,146589,1100552,1353679
459,5530,1229,2132,6037,3732,632,7356,1644,6534,542,4383,3949,43696,6308,50004,50004
460,37707,7628,15442,49118,25737,4713,50545,11721,47568,4589,32187,27846,314807,48374,363182,424923
461,25,6,10,27,15,2,32,8,31,1,19,16,196,28,224,240
462,2761,572,1135,3479,1845,338,3676,860,3438,306,2316,2000,22738,3443,26182,28014
463,17117,3462,7010,22297,11683,2139,22945,5321,21594,2083,14611,12641,142909,21960,164869,201140
464,443,108,181,485,274,49,565,142,547,26,343,283,3453,496,3950,4779
465,48350,9781,19801,62982,33002,6043,64811,15029,60994,5884,41272,35705,403659,62028,465687,540197
466,3546,669,1473,4307,2748,530,5288,1103,5336,487,3145,2828,31456,5095,36551,40206
467,6703,1489,2585,7317,4524,766,8916,1993,7919,657,5312,4786,52963,7646,60609,73943
468,1974,438,761,2155,1332,225,2626,587,2332,193,1564,1409,15598,2251,17850,18207
469,12913,2612,5288,16822,8814,1614,17310,4014,16291,1571,11023,9536,107814,16567,124381,155476
470,6832,1388,2475,8590,5028,1041,9889,2049,9217,616,5555,5331,58016,8691,66707,78714
471,570,126,219,622,384,65,758,169,673,55,451,407,4503,650,5153,5617
472,633,145,306,531,310,67,749,179,516,48,447,388,4323,518,4841,5712
473,3724,757,1349,4682,2741,567,5391,1117,5024,335,3028,2906,31627,4737,36364,43637
474,697,171,285,763,431,78,890,223,861,41,540,446,5435,781,6217,7771
475,9519,1925,3898,12399,6497,1189,12760,2959,12008,1158,8125,7029,79472,12212,91684,102686
476,167,35,65,177,101,18,229,53,210,5,127,111,1303,180,1484,1706
477,841,193,407,706,412,89,995,238,685,64,594,515,5744,688,6433,7784
478,8791,1660,3652,10677,6812,1314,13107,2735,13226,1208,7795,7011,77966,12629,90596,99655
479,46005,9306,18840,59927,31401,5750,61668,14300,58036,5599,39270,33974,384081,59019,443101,469687
480,2666,441,1211,5240,1665,332,3169,846,2670,749,2694,2006,23691,4113,27804,33643
481,13094,2800,5135,13888,7912,1423,17996,4154,16502,443,9943,8753,102049,14121,116171,128949
482,12986,2627,5318,16917,8864,1623,17408,4037,16383,1580,11085,9590,108423,16660,125084,147599
483,1158,227,448,1406,704,154,1572,353,1460,67,897,862,9312,1430,10743,11280
484,395,77,153,479,240,52,536,120,498,22,306,294,3176,488,3664,4434
485,3421,692,1401,4456,2335,427,4586,1063,4315,416,2920,2526,28562,4389,32951,40201
486,11737,2882,4797,12849,7268,1317,14990,3768,14496,700,9101,7516,91490,13158,104648,127671
487,3091,686,1192,3374,2086,353,4111,919,3652,303,2449,2207,24422,3525,27948,31022
488,89,18,32,112,65,13,129,26,120,8,72,69,756,113,870,1096
489,4279,865,1752,5574,2920,534,5736,1330,5398,520,3652,3160,35727,5490,41217,48224
490,31153,6302,12758,40581,21264,3894,41760,9684,39300,3791,26593,23006,260091,39966,300058,324063
491,55302,11187,22648,72039,37747,6912,74131,17191,69765,6730,47207,40840,461706,70947,532654,623205
492,11630,2804,5155,13342,7588,1072,15239,3670,14063,866,9877,8496,93766,13692,107459,130025
493,1048,233,404,1144,707,119,1394,311,1238,102,831,748,8285,1196,9481,11282
494,1833,346,761,2226,1420,274,2733,570,2758,252,1625,1462,16260,2633,18893,19271
495,25683,4254,11670,50469,16042,3200,30523,8157,25722,7221,25956,19321,228184,39618,267802,337431
496,9231,1867,3780,12025,6301,1153,12374,2869,11645,1123,7880,6817,77072,11843,88915,102252
497,916,173,380,1113,710,137,1367,285,1379,126,813,731,8131,1317,9448,11905
498,11243,2122,4670,13654,8712,1681,16762,3498,16915,1545,9969,8967,99709,16151,115861,134399
499,3835,724,1593,4658,2972,573,5718,1193,5770,527,3400,3059,34014,5509,39523,45847
